consolidated_cleaned_research_request,fy_fq_requests_removed,missing_quarter_requests_removed,new_fact_count,new_wave,old_fact_count,old_wave,remaining_facts,source_semantics_requests_removed,structural_review_still_required,ticker
"Research official issuer sources for FY2025 Q4. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Revenue, Shares Outstanding, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.",0,2,7,P2_LATEST4Q,9,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE|REVENUE|SHARES_OUTSTANDING|TOTAL_DEBT,0,NO,SLE
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SLGN
"Research official issuer sources for FY2024 Q2. Verify Cash, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify Cash, EBIT, source semantics confirmation. Do not research other fields.",0,0,6,P3_LATEST8Q,6,P3_LATEST8Q,CASH|EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SLN
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,SLP
"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",0,2,15,P3_LATEST8Q,17,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SLS
"Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2022 Q4. Verify Capex required to derive FCF, Cash, EBIT, FCF, first-public result publication date, OCF required to derive FCF, official fiscal year / fiscal quarter identity, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, Cash, EBIT, FCF, first-public result publication date, lineage/source ownership evidence, OCF required to derive FCF, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.",0,0,29,P2_LATEST4Q,29,P2_LATEST4Q,CAPEX_FOR_FCF|CASH|EBIT_DIRECT|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|LINEAGE_OWNERSHIP_EVIDENCE|OCF_FOR_FCF|OFFICIAL_FY_FQ_IDENTITY|REVENUE|SHARES_OUTSTANDING|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,YES,SLXN
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, FCF, OCF required to derive FCF, Revenue, source semantics confirmation. Do not research other fields.",0,0,7,P3_LATEST8Q,7,P3_LATEST8Q,EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|REVENUE|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SM
Research official issuer sources for FY2024 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Cash. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,CASH|TOTAL_DEBT,0,NO,SMMT
"Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Cash, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.",0,2,7,P2_LATEST4Q,9,P2_LATEST4Q,CASH|TOTAL_DEBT,0,NO,SMR
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,SMRT
"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify lineage/source ownership evidence, official period_end. Do not research other fields.",0,0,6,P3_LATEST8Q,6,P3_LATEST8Q,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,0,YES,SMTC
"Research official issuer sources for FY2024 Q2. Verify first-public result publication date, lineage/source ownership evidence, Shares Outstanding, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify first-public result publication date, lineage/source ownership evidence, Total Debt. Do not research other fields.",0,0,7,P3_LATEST8Q,7,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE|LINEAGE_OWNERSHIP_EVIDENCE|SHARES_OUTSTANDING|TOTAL_DEBT,0,NO,SMXT
Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.,0,0,1,P2_LATEST4Q,1,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,SN
"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.",0,2,6,P3_LATEST8Q,8,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SNDX
"Research official issuer sources for FY2025 Q4. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, Cash, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash. Do not research other fields.",0,0,7,P2_LATEST4Q,7,P2_LATEST4Q,CAPEX_FOR_FCF|CASH|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SNGX
"Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,YES,SNOW
"Research official issuer sources for FY2024 Q2. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify first-public result publication date, Total Debt. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,0,NO,SNTI
"Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.",0,0,9,P2_LATEST4Q,9,P2_LATEST4Q,CAPEX_FOR_FCF|CASH|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SOBR
"Research official issuer sources for FY2023 Q3. Verify first-public result publication date, Shares Outstanding, Total Debt. Do not research other fields.; Research official issuer sources for FY2023 Q4. Verify first-public result publication date, Shares Outstanding, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify first-public result publication date, Total Debt. Do not research other fields.",0,1,8,P3_LATEST8Q,9,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE|SHARES_OUTSTANDING|TOTAL_DEBT,0,NO,SOC
"Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,SONO
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,SPCE
"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, fiscal transition evidence, official period_end, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, Cash, FCF, fiscal transition evidence, official period_end, source semantics confirmation. Do not research other fields.",0,0,11,P3_LATEST8Q,11,P3_LATEST8Q,CAPEX_FOR_FCF|CASH|FCF_DIRECT|FISCAL_TRANSITION_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION,0,YES,SPHR
Research official issuer sources for FY2024 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify first-public result publication date. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,SPIR
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify Total Debt. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,TOTAL_DEBT,0,NO,SPOK
"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",0,2,12,P3_LATEST8Q,14,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SPRO
Research official issuer sources for FY2025 Q4. Verify first-public result publication date. Do not research other fields.,0,0,1,P2_LATEST4Q,1,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,SPRU
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,SPRY
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,SPSC
"Research official issuer sources for FY2023 Q2. Verify Shares Outstanding. Do not research other fields.; Research official issuer sources for FY2023 Q3. Verify lineage/source ownership evidence, official period_end. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify lineage/source ownership evidence, official period_end, target collision evidence. Do not research other fields.",0,0,11,P3_LATEST8Q,11,P3_LATEST8Q,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|OFFICIAL_PERIOD_END|SHARES_OUTSTANDING|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,0,YES,SPWR
"Research official issuer sources for FY2023 Q2. Verify Capex required to derive FCF, EBIT, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2023 Q3. Verify Capex required to derive FCF, EBIT, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2023 Q4. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",0,2,17,P3_LATEST8Q,19,P3_LATEST8Q,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SQFT
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,SR
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|MISSING_QUARTER_EXISTENCE|SOURCE_SEMANTICS_CONFIRMATION,0,YES,SRE
"Research official issuer sources for FY2024 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",0,0,7,P3_LATEST8Q,7,P3_LATEST8Q,EBIT_DIRECT|MISSING_QUARTER_EXISTENCE|SOURCE_SEMANTICS_CONFIRMATION,0,YES,SRG
"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, EBIT, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",0,1,6,P3_LATEST8Q,7,P3_LATEST8Q,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SRI
Research official issuer sources for FY2024 Q2. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,REVENUE,0,NO,SRRK
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,SRTA
Research official issuer sources for FY2024 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,3,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,SRTS
"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, Cash, EBIT, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",0,1,6,P3_LATEST8Q,7,P3_LATEST8Q,CAPEX_FOR_FCF|CASH|EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SSRM
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,STAG
"Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,YES,STE
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,STOK
